2,2019-10-12,31044,1.9,63
2,2019-10-13,16701,3,68
2,2019-10-13,26806,1.9,6
2,2019-10-13,310,4.25,
2,2019-10-13,31044,1.9,39
2,2019-10-13,32616,3,30
2,2019-10-14,16701,5,32
2,2019-10-14,3102021,1.9,
2,2019-10-14,32616,3,30
2,2019-10-15,16701,10.45,88
2,2019-10-16,16701,2,68
2,2019-10-17,16701,7.9,72
2,2019-10-18,16701,1.9,52
2,2019-10-18,31044,7.15,24
2,2019-10-19,31044,6.6,57
2,2019-10-21,16701,3,16
2,2019-10-21,3102021,1.9,
2,2019-10-23,13125,3,4
2,2019-10-23,24941,1.9,15
2,2019-10-23,26806,1.7,14
2,2019-10-24,1174,3,14
2,2019-10-24,18001,5,9
2,2019-10-24,25445,8.65,15
2,2019-10-24,32059,1.7,6
2,2019-10-25,1174,6.4,12
2,2019-10-25,24941,6,12
2,2019-10-25,31044,6,12
2,2019-10-26,24941,6,27
2,2019-10-27,24941,5.6,15
2,2019-10-29,1174,2,8
2,2019-10-29,16675,1.7,3
2,2019-11-03,16675,0,21
2,2019-11-03,26806,4.25,8
2,2019-11-04,16701,1.7,80.5
2,2019-11-04,24941,4.25,3
2,2019-11-05,16675,4.25,35
2,2019-11-07,13125,1.7,42
2,2019-11-07,16701,12.1,108
2,2019-11-10,13125,7.75,93
2,2019-11-11,13125,12.3,138
2,2019-11-12,13125,5,204
2,2019-11-12,310,3,
2,2019-11-13,13125,23,258
2,2019-11-14,13125,2,228
2,2019-11-16,13125,9.25,306
2,2019-11-16,30697,4,114
2,2019-11-17,13125,23.45,210
2,2019-11-17,28942,1.9,60
2,2019-11-17,30697,1.9,93
2,2019-11-17,310,4.25,
2,2019-11-18,13125,9.25,246
2,2019-11-18,30697,7,90
2,2019-11-19,13125,2,210
2,2019-11-20,13125,5,201.5
2,2019-11-20,28942,3,33
2,2019-11-21,13125,4.25,280
2,2019-11-21,33208,2,6
2,2019-11-22,13125,2,245
2,2019-11-23,13125,5,301
2,2019-11-24,13125,4.25,273
2,2019-11-24,18001,4.25,18
2,2019-11-25,13125,11,245
2,2019-11-26,13125,30.75,364
